id,city_id,location_id,camera_id,co,no2,so2,o3,pm25,pm10,temp,hum,time,ver,lat,lon,created
15,2,2,420,10.89,0,0,0.96,46,48,18.95,19.03,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.8,4.96,0,0,53,54,18.58,22.48,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
18,2,741,4553,5.59,0.67,0,0.9,39,46,17.63,23.39,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.3,0.68,0,0.8,42,50,19.01,20.02,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,33,41,17.26,22.65,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.71,0,0.2,47,59,17.32,24.44,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,10.89,5.76,0,0.65,55,61,18.61,23.64,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.69,43,47,18.03,21.34,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.8,0,0,0.96,46,48,18.96,19.13,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.8,4.96,0,1.02,53,54,18.58,22.43,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
17,2,802,4429,10.1,0,0,1.1,73,82,18.9,23.3,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,5.5,0.67,0,0.22,39,46,17.63,23.45,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.3,0.68,0,0.8,42,50,19.01,20.01,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,33,41,17.28,22.61,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
10,2,781,5779,10.89,5.76,0,0,55,61,18.6,23.66,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.69,43,47,18.04,21.34,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.8,0,0,0.96,46,48,18.97,19.24,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.8,4.96,0,1.02,53,54,18.59,22.39,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
17,2,802,4429,10,0,0,1.09,73,82,18.9,23.31,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,5.4,0.67,0,0.89,39,46,17.63,23.49,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.3,0.68,0,0.81,42,50,19.01,20.02,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,33,41,17.3,22.56,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.71,0,0.2,47,59,17.32,24.36,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,11,5.76,0,0.65,55,61,18.58,23.69,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.69,43,47,18.03,21.34,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.69,0,0,0.96,46,48,18.97,19.26,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.8,4.96,0,0,53,54,18.58,22.34,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
16,2,317,3022,11.1,5.28,0,0,273,287,19.52,22.14,12/10/22 17:54,-1,43.246817,76.877159,12/10/22 11:54
17,2,802,4429,10,0,0,1.09,73,82,18.9,23.34,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,5.3,0.66,0,0.23,39,46,17.63,23.52,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.3,0.69,0,0.11,42,50,19.01,20.03,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,34,37,17.34,22.49,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.71,0,0.2,45,49,17.32,24.3,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,11,5.78,0,0.65,55,61,18.55,23.7,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.69,43,47,18.04,21.34,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.6,0,0,0.96,46,48,18.97,19.28,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.69,4.96,0,1.01,53,54,18.58,22.26,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
17,2,802,4429,10,0,0,1.09,94,105,18.9,23.34,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,5.19,0.64,0,0.89,39,46,17.62,23.5,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.3,0.69,0,0.81,49,59,19.02,20,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,34,37,17.38,22.42,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.69,0,0.2,45,49,17.32,24.28,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,11,5.78,0,0.65,55,61,18.55,23.72,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.69,43,47,18.04,21.34,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.6,0,0,0.95,46,48,18.98,19.32,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.69,4.98,0,0,53,54,18.58,22.16,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
17,2,802,4429,10,0,0,1.09,94,105,18.9,23.36,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,5.09,0.64,0,0.88,39,46,17.61,23.42,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.3,0.69,0,0.82,49,59,19.02,19.95,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,34,37,17.42,22.38,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.69,0,0,45,49,17.33,24.27,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,11,5.78,0,0.64,55,61,18.54,23.73,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.69,43,47,18.05,21.34,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.5,0,0,0.95,46,48,18.97,19.32,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.69,4.98,0,1.01,53,54,18.58,22.14,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
17,2,802,4429,10,0,0,1.09,94,105,18.9,23.37,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,5,0.64,0,0.23,39,46,17.61,23.36,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.39,0.69,0,0.82,49,59,19.04,19.96,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,34,37,17.46,22.28,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.69,0,0.19,45,49,17.33,24.24,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.69,43,47,18.05,21.35,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.5,0,0,0.95,46,48,18.97,19.34,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.69,4.98,0,0,54,62,18.59,22.19,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
17,2,802,4429,9.89,0,0,1.09,94,105,18.91,23.37,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,4.9,0.64,0,0.88,39,46,17.61,23.35,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.39,0.7,0,0.82,49,59,19.04,19.98,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,34,37,17.51,22.11,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.69,0,0.19,45,49,17.31,24.22,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,11.1,5.78,0,0.64,55,61,18.52,23.73,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.69,43,47,18.05,21.37,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.39,0,0,0.95,46,48,18.96,19.34,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.69,4.98,0,1.01,54,62,18.61,22.22,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
17,2,802,4429,9.89,0,0,1.08,94,105,18.91,23.4,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,4.9,0.64,0,0.23,39,46,17.61,23.36,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.39,0.7,0,0.82,49,59,19.05,20.02,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.3,34,37,17.55,21.92,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.69,0,0,45,49,17.3,24.21,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,11.1,5.78,0,0.64,55,61,18.52,23.72,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.69,43,47,18.06,21.38,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.3,0,0,0.95,46,48,18.96,19.36,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.69,4.98,0,1.01,54,62,18.61,22.22,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
17,2,802,4429,9.89,0,0,1.08,94,105,18.91,23.45,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,4.8,0.63,0,0.87,39,46,17.62,23.36,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,34,37,17.59,21.67,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.69,0,0.19,45,49,17.3,24.22,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,11.1,5.78,0,0,55,61,18.51,23.71,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.69,43,47,18.06,21.39,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.19,0,0,0.95,46,48,18.94,19.37,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.69,4.98,0,0,54,62,18.61,22.21,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
17,2,802,4429,9.89,0,0,1.08,94,105,18.91,23.48,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,4.69,0.63,0,0.23,39,46,17.62,23.36,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.39,0.7,0,0.83,49,59,19.05,20.02,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,34,37,17.62,21.51,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.69,0,0.19,45,49,17.28,24.23,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,11.1,5.78,0,0.64,55,61,18.52,23.74,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.68,43,47,18.06,21.4,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10.19,0,0,0.95,46,48,18.94,19.39,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.69,4.98,0,1.01,54,62,18.59,22.17,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
16,2,317,3022,11.1,5.26,0,0.75,250,262,19.53,21.92,12/10/22 17:54,-1,43.246817,76.877159,12/10/22 11:54
17,2,802,4429,9.89,0,0,1.08,94,105,18.92,23.48,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,4.59,0.63,0,0.87,39,46,17.63,23.39,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.39,0.7,0,0.83,49,59,19.05,20.02,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,34,37,17.62,21.54,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.71,0,0.19,45,49,17.29,24.28,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,11.1,5.8,0,0.64,55,61,18.53,23.77,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
15,2,2,420,10.1,0,0,0.95,46,48,18.95,19.4,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:54
14,2,337,1724,12.69,4.98,0,0,54,62,18.59,22.1,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:54
17,2,802,4429,9.89,0,0,1.08,94,105,18.92,23.49,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
11,2,334,1695,9.39,0.72,0,0.84,49,59,19.05,20.01,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.36,34,37,17.63,21.54,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:54
19,2,9,450,6.5,5.71,0,0.19,45,49,17.29,24.33,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:54
10,2,781,5779,11.1,5.8,0,0.64,59,74,18.53,23.78,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:54
12,2,780,4571,9.89,0,0,0.68,43,47,18.07,21.42,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:54
15,2,2,420,10,0,0,0.95,46,48,18.96,19.4,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,12.69,4.98,0,1.01,54,62,18.58,21.98,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.89,0,0,1.08,94,105,18.93,23.49,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:54
18,2,741,4553,4.59,0.63,0,0.22,39,46,17.63,23.4,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:54
11,2,334,1695,9.39,0.72,0,0.84,49,59,19.06,19.99,12/10/22 17:54,-1,43.235258,76.90451,12/10/22 11:54
13,2,285,1378,4.09,0.05,0,0.35,34,37,17.63,21.57,12/10/22 17:54,-1,43.203173,76.86691,12/10/22 11:53
19,2,9,450,6.4,5.71,0,0,45,49,17.29,24.4,12/10/22 17:54,-1,43.212825,76.920813,12/10/22 11:53
10,2,781,5779,11.1,5.8,0,0.64,59,74,18.53,23.76,12/10/22 17:54,-1,43.214086,76.898003,12/10/22 11:53
12,2,780,4571,9.89,0,0,0.68,43,47,18.08,21.43,12/10/22 17:54,-1,43.199581,76.894464,12/10/22 11:53
15,2,2,420,10,0,0,0.95,46,48,18.96,19.41,12/10/22 17:54,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,12.69,4.98,0,0,54,62,18.56,21.86,12/10/22 17:54,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.89,0,0,1.07,94,105,18.94,23.49,12/10/22 17:54,-1,43.241658,76.93755,12/10/22 11:53
18,2,741,4553,4.5,0.63,0,0.86,39,46,17.64,23.4,12/10/22 17:54,-1,43.237604,76.934758,12/10/22 11:53
11,2,334,1695,9.39,0.72,0,0.84,49,59,19.06,19.97,12/10/22 17:53,-1,43.235258,76.90451,12/10/22 11:53
13,2,285,1378,4.09,0.05,0,0.35,34,37,17.63,21.58,12/10/22 17:53,-1,43.203173,76.86691,12/10/22 11:53
19,2,9,450,6.5,5.71,0,0.18,45,49,17.29,24.46,12/10/22 17:53,-1,43.212825,76.920813,12/10/22 11:53
10,2,781,5779,11.1,5.8,0,0.64,59,74,18.53,23.75,12/10/22 17:53,-1,43.214086,76.898003,12/10/22 11:53
12,2,780,4571,9.89,0,0,0.68,46,54,18.08,21.46,12/10/22 17:53,-1,43.199581,76.894464,12/10/22 11:53
15,2,2,420,9.89,0,0,0.95,46,48,18.96,19.41,12/10/22 17:53,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,12.69,5,0,1.01,54,62,18.57,21.81,12/10/22 17:53,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.89,0,0,1.07,94,105,18.94,23.5,12/10/22 17:53,-1,43.241658,76.93755,12/10/22 11:53
18,2,741,4553,4.5,0.63,0,0.22,39,46,17.65,23.39,12/10/22 17:53,-1,43.237604,76.934758,12/10/22 11:53
11,2,334,1695,9.39,0.73,0,0.84,49,59,19.06,19.97,12/10/22 17:53,-1,43.235258,76.90451,12/10/22 11:53
13,2,285,1378,4.09,0.05,0,0.3,34,37,17.63,21.56,12/10/22 17:53,-1,43.203173,76.86691,12/10/22 11:53
19,2,9,450,6.5,5.71,0,0,45,49,17.28,24.45,12/10/22 17:53,-1,43.212825,76.920813,12/10/22 11:53
10,2,781,5779,11.1,5.82,0,0.64,59,74,18.54,23.75,12/10/22 17:53,-1,43.214086,76.898003,12/10/22 11:53
12,2,780,4571,9.89,0,0,0.68,46,54,18.08,21.49,12/10/22 17:53,-1,43.199581,76.894464,12/10/22 11:53
15,2,2,420,9.8,0,0,0.95,44,49,18.96,19.45,12/10/22 17:53,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,12.8,5,0,0,54,62,18.57,21.78,12/10/22 17:53,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.89,0,0,1.07,94,105,18.96,23.49,12/10/22 17:53,-1,43.241658,76.93755,12/10/22 11:53
18,2,741,4553,4.4,0.64,0,0.86,39,46,17.67,23.41,12/10/22 17:53,-1,43.237604,76.934758,12/10/22 11:53
11,2,334,1695,9.5,0.73,0,0.85,49,59,19.05,19.98,12/10/22 17:53,-1,43.235258,76.90451,12/10/22 11:53
13,2,285,1378,4.09,0.05,0,0.35,34,37,17.63,21.5,12/10/22 17:53,-1,43.203173,76.86691,12/10/22 11:53
19,2,9,450,6.5,5.71,0,0.18,45,49,17.28,24.41,12/10/22 17:53,-1,43.212825,76.920813,12/10/22 11:53
10,2,781,5779,11.1,5.82,0,0,59,74,18.54,23.78,12/10/22 17:53,-1,43.214086,76.898003,12/10/22 11:53
12,2,780,4571,9.89,0,0,0.68,46,54,18.09,21.53,12/10/22 17:53,-1,43.199581,76.894464,12/10/22 11:53
15,2,2,420,9.8,0,0,0.94,44,49,18.97,19.52,12/10/22 17:53,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,12.8,5.01,0,1.01,54,62,18.59,21.82,12/10/22 17:53,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.8,0,0,1.07,94,105,18.97,23.47,12/10/22 17:53,-1,43.241658,76.93755,12/10/22 11:53
18,2,741,4553,4.3,0.64,0,0.2,47,55,17.68,23.44,12/10/22 17:53,-1,43.237604,76.934758,12/10/22 11:53
11,2,334,1695,9.5,0.73,0,0.85,49,59,19.06,19.97,12/10/22 17:53,-1,43.235258,76.90451,12/10/22 11:53
19,2,9,450,6.5,5.71,0,0.18,45,49,17.26,24.35,12/10/22 17:53,-1,43.212825,76.920813,12/10/22 11:53
10,2,781,5779,11.1,5.82,0,0.65,59,74,18.53,23.79,12/10/22 17:53,-1,43.214086,76.898003,12/10/22 11:53
12,2,780,4571,9.89,0,0,0.68,46,54,18.1,21.57,12/10/22 17:53,-1,43.199581,76.894464,12/10/22 11:53
15,2,2,420,9.69,0,0,0.94,44,49,18.96,19.61,12/10/22 17:53,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,12.8,5.01,0,1.01,54,62,18.59,21.89,12/10/22 17:53,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.8,0,0,1.07,94,105,18.97,23.47,12/10/22 17:53,-1,43.241658,76.93755,12/10/22 11:53
18,2,741,4553,4.3,0.64,0,0.85,47,55,17.69,23.51,12/10/22 17:53,-1,43.237604,76.934758,12/10/22 11:53
11,2,334,1695,9.5,0.73,0,0.86,49,59,19.06,19.97,12/10/22 17:53,-1,43.235258,76.90451,12/10/22 11:53
13,2,285,1378,4.09,0.05,0,0.35,34,37,17.61,21.47,12/10/22 17:53,-1,43.203173,76.86691,12/10/22 11:53
19,2,9,450,6.5,5.71,0,0.18,45,49,17.27,24.2,12/10/22 17:53,-1,43.212825,76.920813,12/10/22 11:53
10,2,781,5779,11.1,5.84,0,0.64,59,74,18.53,23.78,12/10/22 17:53,-1,43.214086,76.898003,12/10/22 11:53
12,2,780,4571,9.89,0,0,0.68,46,54,18.1,21.62,12/10/22 17:53,-1,43.199581,76.894464,12/10/22 11:53
15,2,2,420,9.6,0,0,0.94,44,49,18.96,19.62,12/10/22 17:53,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,12.89,5.01,0,1.01,54,62,18.59,21.98,12/10/22 17:53,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.8,0,0,1.07,94,105,18.97,23.47,12/10/22 17:53,-1,43.241658,76.93755,12/10/22 11:53
18,2,741,4553,4.19,0.64,0,0.85,47,55,17.7,23.56,12/10/22 17:53,-1,43.237604,76.934758,12/10/22 11:53
11,2,334,1695,9.5,0.73,0,0.86,49,59,19.06,19.96,12/10/22 17:53,-1,43.235258,76.90451,12/10/22 11:53
13,2,285,1378,4.09,0.05,0,0.29,34,37,17.61,21.45,12/10/22 17:53,-1,43.203173,76.86691,12/10/22 11:53
19,2,9,450,6.5,5.71,0,0.18,45,49,17.26,24.08,12/10/22 17:53,-1,43.212825,76.920813,12/10/22 11:53
10,2,781,5779,11.1,5.84,0,0.64,59,74,18.52,23.78,12/10/22 17:53,-1,43.214086,76.898003,12/10/22 11:53
12,2,780,4571,10,0,0,0.68,46,54,18.1,21.68,12/10/22 17:53,-1,43.199581,76.894464,12/10/22 11:53
15,2,2,420,9.5,0,0,0.94,44,49,18.96,19.61,12/10/22 17:53,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,12.89,5.01,0,1.01,54,62,18.59,22.09,12/10/22 17:53,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.8,0,0,1.07,94,105,18.97,23.43,12/10/22 17:53,-1,43.241658,76.93755,12/10/22 11:53
18,2,741,4553,4.19,0.64,0,0.85,47,55,17.72,23.5,12/10/22 17:53,-1,43.237604,76.934758,12/10/22 11:53
11,2,334,1695,9.5,0.74,0,0.87,49,59,19.06,19.97,12/10/22 17:53,-1,43.235258,76.90451,12/10/22 11:53
13,2,285,1378,4.09,0.05,0,0.35,34,37,17.61,21.4,12/10/22 17:53,-1,43.203173,76.86691,12/10/22 11:53
12,2,780,4571,10,0,0,0.68,46,54,18.11,21.7,12/10/22 17:53,-1,43.199581,76.894464,12/10/22 11:53
19,2,9,450,6.5,5.73,0,0,45,49,17.26,24.04,12/10/22 17:53,-1,43.212825,76.920813,12/10/22 11:53
10,2,781,5779,11.1,5.84,0,0.65,59,74,18.52,23.76,12/10/22 17:53,-1,43.214086,76.898003,12/10/22 11:53
15,2,2,420,9.5,0,0,0.94,44,49,18.95,19.63,12/10/22 17:53,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,12.89,5.01,0,1.01,54,62,18.6,22.2,12/10/22 17:53,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.8,0,0,1.07,94,105,18.96,23.39,12/10/22 17:53,-1,43.241658,76.93755,12/10/22 11:53
18,2,741,4553,4.19,0.66,0,0.84,47,55,17.74,23.4,12/10/22 17:53,-1,43.237604,76.934758,12/10/22 11:53
11,2,334,1695,9.6,0.74,0,0.87,49,59,19.06,19.96,12/10/22 17:53,-1,43.235258,76.90451,12/10/22 11:53
13,2,285,1378,4.09,0.05,0,0.29,34,37,17.6,21.35,12/10/22 17:53,-1,43.203173,76.86691,12/10/22 11:53
19,2,9,450,6.5,5.73,0,0.18,45,49,17.27,24.02,12/10/22 17:53,-1,43.212825,76.920813,12/10/22 11:53
10,2,781,5779,11.1,5.84,0,0.65,59,74,18.51,23.75,12/10/22 17:53,-1,43.214086,76.898003,12/10/22 11:53
12,2,780,4571,10,0,0,0.69,46,54,18.11,21.75,12/10/22 17:53,-1,43.199581,76.894464,12/10/22 11:53
15,2,2,420,9.5,0,0,0.94,44,49,18.95,19.64,12/10/22 17:53,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,13,5.01,0,1.01,54,62,18.61,22.36,12/10/22 17:53,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.8,0,0,1.07,94,105,18.96,23.4,12/10/22 17:53,-1,43.241658,76.93755,12/10/22 11:53
18,2,741,4553,4.19,0.66,0,0.84,47,55,17.75,23.29,12/10/22 17:53,-1,43.237604,76.934758,12/10/22 11:53
11,2,334,1695,9.6,0.75,0,0.87,49,59,19.05,19.96,12/10/22 17:53,-1,43.235258,76.90451,12/10/22 11:53
13,2,285,1378,4.09,0.05,0,0.35,34,37,17.6,21.35,12/10/22 17:53,-1,43.203173,76.86691,12/10/22 11:53
19,2,9,450,6.5,5.73,0,0.18,42,52,17.27,24,12/10/22 17:53,-1,43.212825,76.920813,12/10/22 11:53
10,2,781,5779,11.1,5.84,0,0.65,59,74,18.51,23.78,12/10/22 17:53,-1,43.214086,76.898003,12/10/22 11:53
12,2,780,4571,10,0,0,0.69,46,54,18.12,21.79,12/10/22 17:53,-1,43.199581,76.894464,12/10/22 11:53
15,2,2,420,9.39,0,0,0.94,44,49,18.95,19.64,12/10/22 17:53,-1,43.238362,76.889989,12/10/22 11:53
14,2,337,1724,13,5.01,0,0,54,62,18.61,22.52,12/10/22 17:53,-1,43.24417,76.915991,12/10/22 11:53
17,2,802,4429,9.8,0,0,1.08,74,86,18.94,23.41,12/10/22 17:53,-1,43.241658,76.93755,12/10/22 11:53
18,2,741,4553,4.09,0.66,0,0.83,47,55,17.76,23.21,12/10/22 17:53,-1,43.237604,76.934758,12/10/22 11:53
11,2,334,1695,9.6,0.75,0,0.87,49,59,19.06,19.97,12/10/22 17:53,-1,43.235258,76.90451,12/10/22 11:53
13,2,285,1378,4.09,0.05,0,0.29,29,32,17.59,21.34,12/10/22 17:53,-1,43.203173,76.86691,12/10/22 11:53
